	Bachelor degree	Graduate degree	High school degree	Less than high school degree	Some college or Associate degree
SW_&_NonSW_Fans	31.728648544438016	27.46471949103528	5.518025833815307	5.93605809395283	32.606516290726816
SW_Fans	28.509446693657218	24.67813765182186	4.958164642375168	5.3337831758884375	29.29824561403509
