	Bachelor degree	Graduate degree	High school degree	Less than high school degree	Some college or Associate degree	Fan_Base_Tot
SW_&_NonSW_Fans	32.142857142857146	27.142857142857146	5.476190476190476	5.634920634920634	32.85714285714286	103.25396825396825
SW_Fans	28.095238095238095	25.0	5.0	5.634920634920634	29.047619047619047	92.77777777777777
Edu_Tot	60.23809523809524	52.142857142857146	10.476190476190476	11.269841269841269	61.90476190476191	196.03174603174605
